Make,Model,Year,Trim,Trim (description),Condition type,Base MSRP,Price,Colors exterior,Colors interior,Body type,Doors,Body seats,VIN,Mileage,Cylinders,Engine size (L),Horsepower (HP),Torque (ft-lbs),Torque (rpm),Drive terrain,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city MPG,EPA highway MPG,EPA electricity range (mi),EPA time to charge battery (at 240V) (hr),Battery capacity (kWh),Source JSON,Source URL,Source Name,Title status,Image URL,Region,State,Accidents reported,Owner,Rental use?,Date captured,Date added,Date modified,Days on market,Listing year
Toyota,C-HR,2021,LE,Unknown,Used,Unknown,23998,–,–,Utility,Unknown,Unknown,Unknown,13180,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,IS 350,2014,Base,Unknown,Used,Unknown,21000,Black,Black,Utility,Unknown,Unknown,Unknown,104000,C,V6,306.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X4,2023,M40i,Unknown,Used,Unknown,67900,Gray,Beige,Utility,Unknown,Unknown,Unknown,8500,6,Straight,382.0,Unknown,Unknown,Unknown,Manual,Cylinder,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M4,2019,CS,Unknown,Used,Unknown,69998,Alpine White,Anthracite,Utility,Unknown,Unknown,Unknown,19069,T,DOHC,3.0,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,CT5 Premium,2023,Luxury,Unknown,Used,Unknown,46900,White,Beige,Utility,Unknown,Unknown,Unknown,6090,C,4,237.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lucid,Air Grand,2022,Touring,Unknown,Used,Unknown,99000,Red,Black,Utility,Unknown,Unknown,Unknown,4900,E,Motor,536.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A5 2.0T Premium,2019,Plus,Unknown,Used,Unknown,31000,Black,Black,Utility,Unknown,Unknown,Unknown,47523,C,4,248.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chrysler,300C,2006,SRT8,Unknown,Used,Unknown,19995,Silver,Black,Utility,Unknown,Unknown,Unknown,43000,C,8,425.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bentley,Continental GT,2017,W12,Unknown,Used,Unknown,130000,White,White,Utility,Unknown,Unknown,Unknown,14684,C,12,582.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M4,2019,Base,Unknown,Used,Unknown,55999,Black,Red,Utility,Unknown,Unknown,Unknown,57800,6,Straight,425.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,GR Corolla Circuit,2023,Edition,Unknown,Used,Unknown,49950,Silver,Gray,Utility,Unknown,Unknown,Unknown,952,C,3,300.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,RS 5,2019,2.9T,Unknown,Used,Unknown,59950,Black,Black,Utility,Unknown,Unknown,Unknown,21240,C,V6,444.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Cayenne,2019,Base,Unknown,Used,Unknown,42499,Black,Black,Utility,Unknown,Unknown,Unknown,59338,C,V6,335.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lamborghini,Huracan Tecnica,2023,Coupe,Unknown,Used,Unknown,359991,BLU ELEOS,Nero Ade,Utility,Unknown,Unknown,Unknown,255,d,gasoline,5.2L,Unknown,Unknown,Unknown,Manual,"injection,",Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Maserati,Quattroporte,2019,S,Unknown,Used,Unknown,44999,Black,Black,Utility,Unknown,Unknown,Unknown,23230,C,V6,424.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jaguar,XF 35t,2017,R-Sport,Unknown,Used,Unknown,30000,Red,Black,Utility,Unknown,Unknown,Unknown,48000,C,V6,340.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,ES 330,2005,Base,Unknown,Used,Unknown,11100,White,Beige,Utility,Unknown,Unknown,Unknown,41059,C,V6,225.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover Discovery Sport SE,2020,R-Dynamic,Unknown,Used,Unknown,37998,White,Black,Utility,Unknown,Unknown,Unknown,21240,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Cayman,2015,GTS,Unknown,Used,Unknown,72000,Silver,–,Utility,Unknown,Unknown,Unknown,11500,6,Flat,340.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Genesis,G90 3.3T,2021,Premium,Unknown,Used,Unknown,53950,Silver,Blue,Utility,Unknown,Unknown,Unknown,9950,C,V6,365.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volkswagen,Golf R 20th Anniversary,2023,Edition,Unknown,Used,Unknown,47999,White,Black,Utility,Unknown,Unknown,Unknown,633,C,4,315.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Sonata Hybrid,2015,Limited,Unknown,Used,Unknown,15900,White,Gray,Utility,Unknown,Unknown,Unknown,66000,C,4,199.0,Unknown,Unknown,Unknown,Automatic,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,RS 7 4.0T,2014,Prestige,Unknown,Used,Unknown,45000,Gray,Black,Utility,Unknown,Unknown,Unknown,59715,C,8,560.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,740,2012,Li,Unknown,Used,Unknown,18500,Black,Black,Utility,Unknown,Unknown,Unknown,85252,6,Straight,326.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,GLS 450 Base,2020,4MATIC,Unknown,Used,Unknown,80000,Black,Black,Utility,Unknown,Unknown,Unknown,17900,6,Straight,362.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M6,2016,Base,Unknown,Used,Unknown,55000,White,Black,Utility,Unknown,Unknown,Unknown,25500,C,8,560.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Subaru,Forester 2.5,2004,X,Unknown,Used,Unknown,2300,Green,Beige,Utility,Unknown,Unknown,Unknown,210703,C,4,165.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Elantra N,2023,Base,Unknown,Used,Unknown,34000,White,Black,Utility,Unknown,Unknown,Unknown,3800,C,4,276.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kia,Niro Plug-In Hybrid EX,2022,Premium,Unknown,Used,Unknown,31995,Horizon Blue,Charcoal,Utility,Unknown,Unknown,Unknown,36602,G,16V,1.6L,Unknown,Unknown,Unknown,Manual,DOHC,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rivian,R1S Adventure,2023,Package,Unknown,Used,Unknown,92000,White,Green,Utility,Unknown,Unknown,Unknown,2800,E,Motor,835.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Aston,Martin DBS,2021,Superleggera,Unknown,Used,Unknown,279950,Black,Black,Utility,Unknown,Unknown,Unknown,2165,G,48V,5.2L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,SLC 300,2018,Base,Unknown,Used,Unknown,29900,Red,Black,Utility,Unknown,Unknown,Unknown,33000,C,4,241.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,435 Gran Coupe,2016,i,Unknown,Used,Unknown,24950,White,Beige,Utility,Unknown,Unknown,Unknown,76009,6,Straight,300.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Grand Cherokee,2020,Summit,Unknown,Used,Unknown,39366,Granite Crystal Clearcoat Metallic,Black,Utility,Unknown,Unknown,Unknown,31349,M,16V,5.7L,Unknown,Unknown,Unknown,Manual,OHV,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,RC 350,2015,Base,Unknown,Used,Unknown,32900,Orange,Red,Utility,Unknown,Unknown,Unknown,48000,C,V6,306.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,525,2005,i,Unknown,Used,Unknown,8900,Black,Black,Utility,Unknown,Unknown,Unknown,91420,6,Straight,215.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Corolla,2003,LE,Unknown,Used,Unknown,4995,Beige,Beige,Utility,Unknown,Unknown,Unknown,124756,C,4,130.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,CT5-V,2023,Blackwing,Unknown,Used,Unknown,104900,Rift Metallic,Gray,Utility,Unknown,Unknown,Unknown,2415,G,16V,6.2L,Unknown,Unknown,Unknown,Manual,OHV,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Acadia,2012,SLT-1,Unknown,Used,Unknown,7900,Black,Black,Utility,Unknown,Unknown,Unknown,116226,C,V6,288.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,LC 500,2020,Base,Unknown,Used,Unknown,75950,Atomic Silver,Rioja Red,Utility,Unknown,Unknown,Unknown,37869,P,32V,5.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,i8,2019,Base,Unknown,Used,Unknown,86000,White,Black,Utility,Unknown,Unknown,Unknown,41500,C,3,369.0,Unknown,Unknown,Unknown,Manual,Engine,Plug-In Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,ES 300h,2013,Base,Unknown,Used,Unknown,17995,Gold,Beige,Utility,Unknown,Unknown,Unknown,87001,C,4,200.0,Unknown,Unknown,Unknown,Manual,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,CT5-V,2022,V-Series,Unknown,Used,Unknown,55655,Summit White,Jet Black,Utility,Unknown,Unknown,Unknown,4451,G,24V,3.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,540 i,2020,xDrive,Unknown,Used,Unknown,39998,Imperial Blue Metallic,Canberra Beige/Black,Utility,Unknown,Unknown,Unknown,27158,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Express 1500 Work,2014,Van,Unknown,Used,Unknown,14500,White,Gray,Utility,Unknown,Unknown,Unknown,139804,C,V6,195.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Gladiator,2022,Rubicon,Unknown,Used,Unknown,47500,Green,Black,Utility,Unknown,Unknown,Unknown,27300,C,V6,285.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,Z4,2014,sDrive28i,Unknown,Used,Unknown,27000,White,Beige,Utility,Unknown,Unknown,Unknown,36812,C,4,240.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover LR4 HSE LUX Landmark,2016,Edition,Unknown,Used,Unknown,18000,Black,Black,Utility,Unknown,Unknown,Unknown,144000,C,V6,340.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,XT4,2019,Sport,Unknown,Used,Unknown,28900,Blue,White,Utility,Unknown,Unknown,Unknown,44500,C,4,237.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,750 750i,2021,xDrive,Unknown,Used,Unknown,73998,Black,Black,Utility,Unknown,Unknown,Unknown,10917,T,Twin,4.4,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bentley,Arnage,2005,R,Unknown,Used,Unknown,47350,White,Beige,Utility,Unknown,Unknown,Unknown,8332,C,8,400.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lincoln,Aviator Reserve,2020,AWD,Unknown,Used,Unknown,47698,Magnetic Gray Clearcoat,Roast,Utility,Unknown,Unknown,Unknown,51247,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG GL AMG GL 63,2016,4MATIC,Unknown,Used,Unknown,36500,Black,Brown,Utility,Unknown,Unknown,Unknown,69000,C,8,550.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
RAM,ProMaster 3500 High,2021,Roof,Unknown,Used,Unknown,32662,Bright White Clearcoat,Black,Utility,Unknown,Unknown,Unknown,147834,M,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Utility Police Interceptor,2013,Base,Unknown,Used,Unknown,6600,White,Black,Utility,Unknown,Unknown,Unknown,105000,C,V6,300.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A5 2.0T,2011,Premium,Unknown,Used,Unknown,9995,Red,Beige,Utility,Unknown,Unknown,Unknown,92203,C,4,211.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,GT-R,2010,Premium,Unknown,Used,Unknown,69500,White,Black,Utility,Unknown,Unknown,Unknown,15600,C,V6,485.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover Range Rover Sport 3.0L Supercharged,2018,HSE,Unknown,Used,Unknown,30775,Fuji White,Ivory / Ebony,Utility,Unknown,Unknown,Unknown,104700,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Corolla,2010,LE,Unknown,Used,Unknown,9995,Red,Gray,Utility,Unknown,Unknown,Unknown,72348,C,4,132.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rivian,R1S Adventure,2023,Package,Unknown,Used,Unknown,94000,Green,White,Utility,Unknown,Unknown,Unknown,2500,E,Motor,835.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,C-Class C300,2022,4MATIC,Unknown,Used,Unknown,44798,White,Silk Beige/Black,Utility,Unknown,Unknown,Unknown,13177,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Cayenne E-Hybrid,2016,S,Unknown,Used,Unknown,23000,White,Red,Utility,Unknown,Unknown,Unknown,96000,C,V6,416.0,Unknown,Unknown,Unknown,Manual,Engine,Plug-In Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Express 1500 Work,2011,Van,Unknown,Used,Unknown,22495,Summit White,Medium Pewter,Utility,Unknown,Unknown,Unknown,93009,M,16V,5.3L,Unknown,Unknown,Unknown,Manual,OHV,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
INFINITI,Q70h,2016,Base,Unknown,Used,Unknown,28998,White,Black,Utility,Unknown,Unknown,Unknown,52750,C,V6,360.0,Unknown,Unknown,Unknown,Automatic,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
